it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText1,trendingText2,RegistrationYear,InsuranceValidity,FuelType,Seats,KmsDriven,RTO,Ownership,EngineDisplacement,Transmission,YearofManufacture,Top_features,Comfort,Interior,Exterior,Safety,Mileage,Engine,Max_Power,Torque,WheelSize,Seats,Color,EngineType,Displacement,MaxPower,MaxTorque,NoofCylinder,ValuesperCylinder,ValueConfiguration,FuelSupplySystem,BoreXStroke,CompressionRatio,TurboCharger,SuperCharger,Length,Width,Height,WheelBase,FrontTread,RearTread,KerbWeight,GrossWeight,GearBox,DriveType,SeatingCapacity,SteeringType,TurningRadius,FrontBrakeType,RearBrakeType,TopSpeed,Acceleration,TyreType,NoDoorNumbers,CargoVolumn,city
0,Petrol,Sedan,"1,10,000",Manual,1,1st Owner,Honda,Honda City,2011,1263,S,₹ 3.65 Lakh,,,,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"1,10,000 Kms",TN07,First Owner,1497 cc,Manual,2011,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Power Adjustable Exterior Rear View Mirror', 'Anti Lock Braking System', 'Brake Assist', 'Cd Player')","('Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel')","('Air Conditioner', 'Heater', 'Adjustable Steering', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment')","('Adjustable Head Lights', 'Power Adjustable Exterior Rear View Mirror', 'Manually Adjustable Exterior Rear View Mirror', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Tinted Glass')","('Anti Lock Braking System', 'Brake Assist', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer')",16.8 kmpl,1497 CC,116.4bhp,146Nm,15,5,Black,SOHC i-VTEC,1497,116.4bhp@6600rpm,146Nm@4800rpm,4.0,4.0,SOHC,EFI (Electronic Fuel Injection),,,No,No,4440mm,1695mm,1485mm,2550mm,,,1100kg,,5 Speed,FWD,5,Power,5.3metres,Disc,Drum, ,,"Tubeless,Radial",4,506-litres,chennai
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Honda,Honda City,2017,5626,i-VTEC V,₹ 7.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Petrol,5 Seats,"60,000 Kms",TN10,First Owner,1497 cc,Manual,2017,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Anti Lock Braking System', 'Centeral Locking', 'Radio')","('Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Voice Control', 'Tailgate Ajar', 'Gear Shift Indicator', 'Lane Change Indicator')","('Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Height Adjustable Driver Seat')","('Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Chrome Garnish', 'Halogen Headlamps')","('Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'No Of Airbags')",17.4 kmpl,1497 CC,117.6bhp,145Nm,15,5,Others,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1490mm,1480mm,1061kg,1436kg,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,189 kmph,9.64 Seconds,"Tubeless,Radial",4,510,chennai
0,Petrol,Hatchback,"85,486",Manual,3,3rd Owner,Hyundai,Hyundai EON,2014,1502,Era Plus,₹ 2.54 Lakh,,,,Trending Car!,High chances of sale in next 6 days,Mar 2014,Third Party insurance,Petrol,5 Seats,"85,486 Kms",TN14,Third Owner,814 cc,Manual,2014,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Child Safety Locks', 'Driver Air Bag')","('Power Steering', 'Power Windows Front', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Cup Holders Front', 'Gear Shift Indicator')","('Air Conditioner', 'Heater', 'Digital Odometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment')","('Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Power Antenna', 'Tinted Glass', 'Rear Spoiler', 'Chrome Grille')","('Child Safety Locks', 'Driver Air Bag', 'Day Night Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Anti Theft Device')",21.1 kmpl,814 CC,55.2bhp,74.5Nm,,5,Silver,Petrol Engine,814,55.2bhp@5500rpm,74.5Nm@4000rpm,3.0,3.0,SOHC,MPFI,,,No,No,3495mm,1550mm,1500mm,2380mm,1386mm,1368mm,880,,5 Speed,FWD,5,Power,4.6 metres,Disc,Drum,135 Kmph,19 Seconds,Tubeless,5,215-litres,chennai
0,Petrol,Hatchback,"5,022",Automatic,1,1st Owner,Tata,Tata Altroz,2022,8908,XZA DCT BSVI,₹ 9.25 Lakh,₹ 9.73 Lakh,,,Trending Car!,High chances of sale in next 6 days,Jun 2022,Third Party,Petrol,5 Seats,"5,022 Kms",TN11,First Owner,1199 cc,Automatic,2022,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Anti Lock Braking System', 'Centeral Locking', 'Radio')","('Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Engine Start Stop Button', 'Glove Box Cooling', 'Voice Control', 'Tailgate Ajar', 'Adjustable Headrest')","('Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Dual Tone Dashboard')","('Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rain Sensing Wiper', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Power Antenna', 'Rear Spoiler', 'LEDDRLs', 'Cornering Foglamps', 'Projector Headlamps', 'Halogen Headlamps')","('Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Follow Me Home Headlamps', 'Rear Camera', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'Speed Alert', 'No Of Airbags')",18.5 kmpl,1199 CC,86.83bhp,113Nm,16,5,Red,1.2 L Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,,,No,,3990mm,1755,1523,2501,,,1190,,6-Speed DCT,,5,Electric,5.0,Disc,Drum,123.99,,"Tubeless,Radial",5,345,chennai
0,Petrol,Hatchback,"39,386",Automatic,1,1st Owner,Maruti,Maruti Baleno,2019,6780,Alpha CVT,₹ 7.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,May 2019,Comprehensive,Petrol,5 Seats,"39,386 Kms",TN04,First Owner,1197 cc,Automatic,2019,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Anti Lock Braking System', 'Centeral Locking', 'Radio')","('Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Multifunction Steering Wheel', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Voice Control', 'Adjustable Headrest', 'Power Boot')","('Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Height Adjustable Driver Seat')","('Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Power Antenna', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'LEDDRLs', 'LEDHeadlights', 'LEDTaillights', 'Projector Headlamps')","('Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Follow Me Home Headlamps', 'Rear Camera', 'Anti Theft Device', 'Anti Pinch Power Windows', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'Speed Alert', 'No Of Airbags')",19.56 kmpl,1197 CC,81.80bhp,113Nm,R16,5,Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,910-935,1360kg,CVT,FWD,5,Electric,4.9,Disc,Drum,,12.36 seconds,"Tubeless,Radial",5,339-litres,chennai
0,Petrol,Hatchback,"72,679",Manual,2,2nd Owner,Renault,Renault KWID,2016,5094,RXT,₹ 3.26 Lakh,₹ 3.42 Lakh,,,Trending Car!,High chances of sale in next 6 days,Mar 2016,Third Party insurance,Petrol,5 Seats,"72,679 Kms",TN01,Second Owner,799 cc,Manual,2016,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Centeral Locking', 'Power Door Locks', 'Radio')","('Power Steering', 'Power Windows Front', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Navigation System', 'Gear Shift Indicator')","('Air Conditioner', 'Heater', 'Digital Odometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Dual Tone Dashboard')","('Adjustable Head Lights', 'Fog Lights Front', 'Manually Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Tinted Glass', 'Rear Spoiler')","('Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Side Rear View Mirror', 'Rear Seat Belts', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Anti Theft Device')",25.17 kmpl,799 CC,53.3bhp,72Nm,,5,White,Petrol Engine,799,53.3bhp@5678rpm,72Nm@4386rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,710,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,135 Kmph,16 Seconds,"Tubeless,Radial",5,300-litres,chennai
0,Petrol,Hatchback,"83,738",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2015,1542,Asta,₹ 4.32 Lakh,₹ 4.40 Lakh,,,Trending Car!,High chances of sale in next 6 days,Jun 2015,Comprehensive,Petrol,5 Seats,"83,738 Kms",TN09,Second Owner,1197 cc,Manual,2015,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Centeral Locking', 'Power Door Locks', 'Cd Player')","('Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Multifunction Steering Wheel', 'Rear ACVents', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Glove Box Cooling')","('Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat')","('Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Power Antenna', 'Tinted Glass', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Roof Rail')","('Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Anti Theft Device')",18.9 kmpl,1197 CC,82bhp,114Nm,14,5,Orange,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256-liters,chennai
0,Petrol,Hatchback,"10,551",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2021,1947,1.2 MPI Highline,₹ 9.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,Jun 2021,Third Party insurance,Petrol,5 Seats,"10,551 Kms",TN22,First Owner,1199 cc,Manual,2021,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Anti Lock Braking System', 'Centeral Locking', 'Cd Player')","('Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Multifunction Steering Wheel', 'Cruise Control', 'Glove Box Cooling', 'Voice Control', 'Gear Shift Indicator', 'Lane Change Indicator')","('Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat')","('Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rain Sensing Wiper', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Power Antenna', 'Tinted Glass', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Smoke Headlamps')","('Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Anti Theft Device')",16.2 kmpl,1199 CC,74bhp,110Nm,15,5,Red,MPI Petrol Engine,1199,74bhp@5400rpm,110Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5 x 76.4,10.5:1,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1044Kg,1500Kg,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,165 kmph,14.2 Seconds,"Tubeless,Radial",5,280-liters,chennai
0,Petrol,Hatchback,"31,795",Automatic,3,3rd Owner,Maruti,Maruti Celerio,2019,6050,VXI Optional AMT BSIV,₹ 4.79 Lakh,₹ 4.98 Lakh,,,Trending Car!,High chances of sale in next 6 days,Jul 2019,Zero Dep,Petrol,5 Seats,"31,795 Kms",TN05,Third Owner,998 cc,Automatic,2019,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Anti Lock Braking System', 'Centeral Locking')","('Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Gear Shift Indicator')","('Air Conditioner', 'Heater', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display')","('Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Chrome Grille', 'Halogen Headlamps')","('Anti Lock Braking System', 'Centeral Locking', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Anti Theft Device', 'Pretensioners And Force Limiter Seatbelts', 'No Of Airbags')",23.1 kmpl,998 CC,67.04bhp,90Nm,,5,Blue,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,73 X 82 mm,11.0:1,No,No,3695mm,1600mm,1560mm,2425mm,1420mm,1410mm,845kg,1250kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,"Tubeless, Radial",5,235-litres,chennai
0,Petrol,Hatchback,"76,656",Manual,2,2nd Owner,Maruti,Maruti Ritz,2009,4157,VXI,₹ 2.30 Lakh,,,,Trending Car!,High chances of sale in next 6 days,Sept 2009,Comprehensive,Petrol,5 Seats,"76,656 Kms",TN57,Second Owner,1197 cc,Manual,2009,"('Power Steering', 'Low Fuel Warning Light', 'Air Conditioner', 'Heater', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Child Safety Locks', 'Day Night Rear View Mirror')","('Power Steering', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Cup Holders Front')","('Air Conditioner', 'Heater', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock')","('Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Manually Adjustable Exterior Rear View Mirror', 'Tinted Glass')","('Child Safety Locks', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Side Impact Beams', 'Adjustable Seats', 'Engine Immobilizer', 'Engine Check Warning')",21.1 kmpl,1197 CC,85.80bhp,114Nm,14,5,White,K Series Petrol Engine ,1197,85.80bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFi,,,No,No,3715mm,1680mm,1620mm,2360mm,,,1100kg,1520kg,5-Speed,FWD,5,Power,4.7m,Ventilated Disk,Drum,156km/hr,14.2,"Tubeless,Radial",5,232 litres,chennai
0,Petrol,Hatchback,"52,524",Manual,1,1st Owner,Datsun,Datsun RediGO,2017,5236,T Option,₹ 3.01 Lakh,₹ 3.12 Lakh,,,Trending Car!,High chances of sale in next 6 days,Nov 2017,Comprehensive,Petrol,5 Seats,"52,524 Kms",TN18,First Owner,799 cc,Manual,2017,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Anti Lock Braking System', 'Centeral Locking', 'Radio')","('Power Steering', 'Power Windows Front', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Gear Shift Indicator')","('Air Conditioner', 'Heater', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock')","('Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Tinted Glass', 'Chrome Grille')","('Anti Lock Braking System', 'Centeral Locking', 'Child Safety Locks', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Ebd', 'Anti Theft Device')",22.7 kmpl,799 CC,53.64bhp,72Nm,,5,Silver,0.8L Petrol Engine,799,53.64bhp@5678rpm,72Nm@4386rpm,3.0,4.0,DOHC,MPFi,,,No,No,3429mm,1560mm,1541mm,2348mm,,,770,,5-Speed,2WD,5,Power,4.7m,Disc,Drum,,,,5,222,chennai
0,Diesel,Hatchback,"96,165",Manual,1,1st Owner,Maruti,Maruti Swift,2013,4204,VDI,₹ 4.43 Lakh,₹ 4.54 Lakh,,,Trending Car!,High chances of sale in next 6 days,Oct 2013,Comprehensive,Diesel,5 Seats,"96,165 Kms",TN22,First Owner,1248 cc,Manual,2013,"('Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Centeral Locking', 'Power Door Locks', 'Cd Player')","('Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Rear Seat Headrest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front')","('Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock')","('Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Tinted Glass', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators')","('Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer')",22.9 kmpl,1248 CC,74bhp,190Nm,14,5,Silver,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3850mm,1695mm,1530mm,2430mm,1485mm,1495mm,1060kg,1505kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,158km/hr,13.75 Seconds,"Tubeless,Radial",5,232-litres,chennai
